objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
ushmm264,1944.08.07-1998-1_Pohl_Himmler.png,,Letter to Pohl from Himmler,Himmler,07/08/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.07-1998-1_Pohl_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm265,1944.08.18--1_To_From.png,,Letter to To from From,Creator Unkown,18/08/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.18--1_To_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm266,1944.08.xx-1391-1_Himmler_Frosch.png,,Letter to Himmler from Frosch,Frosch,08/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.xx-1391-1_Himmler_Frosch,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm267,1944.08.xx-1391-2_Himmler_Frosch.png,,Letter to Himmler from Frosch,Frosch,08/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.08.xx-1391-2_Himmler_Frosch,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm268,1944.09.23-3165-1_To_Kammler-Chart.png,,Letter to To from Kammler,Kammler,23/09/1944,Chart,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.09.23-3165-1_To_Kammler-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm269,1944.09.23-3165-2_To_Kammler-Chart.png,,Letter to To from Kammler,Kammler,23/09/1944,Chart,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.09.23-3165-2_To_Kammler-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm270,1944.11.18-29-1_Bartels_Brandt.png,,Letter to Bartels from Brandt,Brandt,18/11/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.11.18-29-1_Bartels_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm271,1944.11.18-29-1_Selig_Brandt.png,,Letter to Selig from Brandt,Brandt,18/11/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.11.18-29-1_Selig_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm272,1944.12.05-2106-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,05/12/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.12.05-2106-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm273,1944.12.05-3186-1_Himmler_Kammler.png,,Letter to Himmler from Kammler,Kammler,05/12/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.12.05-3186-1_Himmler_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm274,1944.12.05-3186-1_To_Kammler-Chart.png,,Letter to To from Kammler,Kammler,05/12/1944,Chart,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.12.05-3186-1_To_Kammler-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm275,1944.12.05-3186-2_To_Kammler-Chart.png,,Letter to To from Kammler,Kammler,05/12/1944,Chart,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.12.05-3186-2_To_Kammler-Chart,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm276,1944.xx.xx--1_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx--1_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm277,1944.xx.xx--2_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx--2_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm278,1944.xx.xx--3_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx--3_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm279,1944.xx.xx-31-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-31-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm280,1944.xx.xx-31-2_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-31-2_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm281,1944.xx.xx-579-1_To_From-Map.png,,Letter to To from From,Creator Unkown,1944,Map,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-579-1_To_From-Map,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm282,1944.xx.xx-579-2_To_From-Map.png,,Letter to To from From,Creator Unkown,1944,Map,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-579-2_To_From-Map,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm283,1944.xx.xx-579-3_To_From-Map.png,,Letter to To from From,Creator Unkown,1944,Map,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-579-3_To_From-Map,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm284,1944.xx.xx-579-4_To_From-Map.png,,Letter to To from From,Creator Unkown,1944,Map,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-579-4_To_From-Map,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm285,1944.xx.xx-597-5_To_From-ProjektQuarz.png,,Letter to To from From,Creator Unkown,1944,ProjektQuarz,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-597-5_To_From-ProjektQuarz,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm286,1944.xx.xx-954-1_Ohnesorge_Pohl.png,,Letter to Ohnesorge from Pohl,Pohl,1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.xx.xx-954-1_Ohnesorge_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm287,1945.05.28--1_Calvert_Goudsmit-USmemorandum.png,,Letter to Calvert from Goudsmit,Goudsmit,28/05/1945,USmemorandum,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.05.28--1_Calvert_Goudsmit-USmemorandum,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm288,1945.06.21--1_To_Alexander-USReport.png,,Letter to To from Alexander,Alexander,21/06/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.06.21--1_To_Alexander-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm289,1945.06.21--2_To_Alexander-USReport.png,,Letter to To from Alexander,Alexander,21/06/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.06.21--2_To_Alexander-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm290,1945.06.21--3_To_Alexander-USReport.png,,Letter to To from Alexander,Alexander,21/06/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.06.21--3_To_Alexander-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm291,1945.08.11--1_To_From-USReport.png,,Letter to To from From,Creator Unkown,11/08/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.08.11--1_To_From-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm292,1945.08.14--1_To_Baumann-USReport.png,,Letter to To from Baumann,Baumann,14/08/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.08.14--1_To_Baumann-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm293,1945.08.14--2_To_Baumann-USReport.png,,Letter to To from Baumann,Baumann,14/08/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.08.14--2_To_Baumann-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm294,1945.08.14--3_To_Baumann-USReport.png,,Letter to To from Baumann,Baumann,14/08/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.08.14--3_To_Baumann-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm295,1945.08.15--1_Osborn_Blake-USReport.png,,Letter to Osborn from Blake,Blake,15/08/1945,USReport,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1945.08.15--1_Osborn_Blake-USReport,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
